unit_id,source_file,speaker,start_line,end_line,text,descriptive_codes,interpretive_codes,modality,constructs
U3270-3,Master Interviews Transcripts.txt,Tobias,5233,5233,"Also, it felt like he was proud of that path, because he was consultant before. So he was biased.",general career context,interpretive context,general,general
U3271-1,Master Interviews Transcripts.txt,Anna,5234,5234,That is very clear. Did he offer anything concrete in that session that you could take away?,actionability/structure,effectiveness equals actionability,general,actionability
U3272-1,Master Interviews Transcripts.txt,Tobias,5235,5235,"Yes, and that is the annoying part. He gave a framework that is actually not stupid. He said, you need to define your value proposition in three parts.",ai tool usage,interpretive context,ai,general
U3272-2,Master Interviews Transcripts.txt,Tobias,5235,5235,"Your technical skill, your business impact, and your leadership behaviors. And then you need to collect evidence for each, like projects, metrics, examples. He also suggested a structure for talking to your manager.",perceived effectiveness; actionability/structure,interpretive context,general,effectiveness
U3272-3,Master Interviews Transcripts.txt,Tobias,5235,5235,"Like, do not ask, can I get promotion. Instead, say, here is what I delivered, here is how it links to company goals, here is what I want next, and what support I need.",emotional support,interpretive context,general,general
U3273-1,Master Interviews Transcripts.txt,Anna,5236,5236,That sounds reasonable.,general career context,interpretive context,general,general
U3274-1,Master Interviews Transcripts.txt,Tobias,5237,5237,"It is reasonable. If someone I trust would say it, I would do it. But because he said it after invalidating me and labeling me, I did not want to engage.",trust/safety experience; ai tool usage,interpretive context,ai,trust
U3274-2,Master Interviews Transcripts.txt,Tobias,5237,5237,"It felt like, if I follow his framework, I accept his worldview. And I did not want that.",general career context,interpretive context,general,general
U3275-1,Master Interviews Transcripts.txt,Anna,5238,5238,"That is a perfect example of separating usefulness from trust. Low trust, some usefulness, but you could not use it fully.",trust/safety experience,interpretive context,general,trust
U3276-1,Master Interviews Transcripts.txt,Tobias,5239,5239,"Yes. I even received a PDF after the call, like worksheets. And I opened it once, and I felt annoyed.",general career context,interpretive context,general,general
U3276-2,Master Interviews Transcripts.txt,Tobias,5239,5239,I closed it.,general career context,interpretive context,general,general
U3277-1,Master Interviews Transcripts.txt,Anna,5240,5240,What happened at the end of session one? Was there a plan for session two?,actionability/structure,effectiveness equals actionability,general,actionability
U3278-1,Master Interviews Transcripts.txt,Tobias,5241,5241,"He proposed homework, like, fill in the value proposition, and next session we refine and maybe discuss consulting options. And he said, if you are serious, you need to commit. And I said, yes, okay, I will do it.",ai tool usage,interpretive context,ai,general
U3278-2,Master Interviews Transcripts.txt,Tobias,5241,5241,But inside I was already out.,general career context,interpretive context,general,general
U3279-1,Master Interviews Transcripts.txt,Anna,5242,5242,Did you communicate your discomfort to him?,emotional support,emotional support is limited,general,emotional support
U3280-1,Master Interviews Transcripts.txt,Tobias,5243,5243,"No. And that is also part of the problem. I did not trust him enough to say, hey, what you said hurt.",trust/safety experience; ai tool usage,interpretive context,ai,trust
U3280-2,Master Interviews Transcripts.txt,Tobias,5243,5243,"I did not think it would be safe. I imagined he would say, see, you are sensitive. So I just avoided.",privacy concern; trust/safety experience,trust depends on presence and empathy; privacy caution limits disclosure,general,trust; privacy
U3281-1,Master Interviews Transcripts.txt,Anna,5244,5244,What did you do between session one and the next scheduled session?,general career context,interpretive context,general,general
U3282-1,Master Interviews Transcripts.txt,Tobias,5245,5245,I did not do homework. I procrastinated. I felt stress when I saw the calendar invite.,general career context,interpretive context,general,general
U3282-2,Master Interviews Transcripts.txt,Tobias,5245,5245,"Like, I had this tight feeling. And then I wrote him an email, like, I need to pause for now due to workload. Something polite.",ai tool usage,interpretive context,ai,general
U3282-3,Master Interviews Transcripts.txt,Tobias,5245,5245,"He responded fast, like, okay, but remember, success requires consistency. It was like a motivational poster.",general career context,interpretive context,general,general
U3283-1,Master Interviews Transcripts.txt,Anna,5246,5246,And you stopped attending.,general career context,interpretive context,general,general
U3284-1,Master Interviews Transcripts.txt,Tobias,5247,5247,Yes. I did not go to session two. I lost the money basically.,general career context,interpretive context,general,general
U3284-2,Master Interviews Transcripts.txt,Tobias,5247,5247,"And that also made me angry at myself. Like, why did you do that.",general career context,interpretive context,general,general
U3285-1,Master Interviews Transcripts.txt,Anna,5248,5248,"If you look back, what are the key reasons trust ruptured so quickly?",trust/safety experience,interpretive context,general,trust
U3286-1,Master Interviews Transcripts.txt,Tobias,5249,5249,"Three things. One, dismissal. Everyone feels that.",general career context,interpretive context,general,general
U3286-2,Master Interviews Transcripts.txt,Tobias,5249,5249,"It killed the feeling of being taken seriously. Two, pre made narrative. Consulting is the solution.",general career context,interpretive context,general,general
U3286-3,Master Interviews Transcripts.txt,Tobias,5249,5249,"He did not explore alternatives. Three, judgment. Labeling my personality in a negative way.",general career context,interpretive context,general,general
U3286-4,Master Interviews Transcripts.txt,Tobias,5249,5249,"And also, maybe a fourth, lack of boundaries. Like, he did not ask about confidentiality, he did not ask what I am comfortable sharing. He just assumed.",privacy concern; emotional support,emotional support is limited,general,privacy; emotional support
U3287-1,Master Interviews Transcripts.txt,Anna,5250,5250,"If we zoom out, what does trust mean for you in a human coach relationship. What are the drivers?",trust/safety experience; human coaching experience,interpretive context,human,trust
U3288-1,Master Interviews Transcripts.txt,Tobias,5251,5251,"Being listened to, actually listening, not waiting to speak. Confidentiality, like clear statement. Non judgment, like you can challenge but not shame.",privacy concern; ai tool usage,trust depends on presence and empathy,ai,privacy
U3288-2,Master Interviews Transcripts.txt,Tobias,5251,5251,"Adapting to context, like automotive supplier reality, not generic Silicon Valley story. Transparent process, like, today we do this, why we do it. And boundaries, like, what is coaching, what is not.",human coaching experience; ethical boundary concern; context sensitivity,template advice undermines trust; human adds nuance and context; ethics and honesty shape trust,human,ethics; context
